Lat,Lon,Data,Inundatie_Target,elevation,mean_precipitation_mm,soil_moisture
46.15629169431192,26.309985103873093,2021-07-23,0,1084.696044921875,0,0
45.1552317406679,26.74046121393164,2017-08-16,0,106.42060852050781,0,0
47.44065899264158,24.92772690277325,2018-08-06,0,872.4166870117188,0,0
46.09445504405668,24.607256372653097,2023-08-17,0,480.2458190917969,0,0
46.2093098436749,24.988448666164324,2015-07-24,0,507.8699951171875,0,0
47.01001452992856,22.851562545971625,2019-07-08,0,599.94775390625,0,0
45.43851212383568,24.55150433536329,2023-08-13,0,1298.1993408203125,0,0
45.56970344408757,24.47794306886041,2022-07-19,0,2326.10546875,0,0
46.80543201730214,24.54377771957429,2022-08-17,0,538.45703125,0,0
45.682652512837,27.2623610552902,2023-07-22,0,33.76246643066406,0,0
45.802717360792144,25.656526835659616,2015-07-05,0,491.9297180175781,0,0
44.42238737579222,24.38206669741844,2025-07-16,0,167.93080139160156,0,0
47.49083362455714,26.00805498043934,2015-06-26,0,446.6023254394531,0,0
46.99553698988332,24.794448764330344,2023-07-02,0,881.2998046875,0,0
44.58862993062115,24.52576032659294,2015-07-23,0,252.63880920410156,0,0
46.03282062099511,22.90850617181083,2025-07-11,0,286.1162414550781,0,0
45.89923483849734,23.40289916065083,2016-08-05,0,370.1576843261719,0,0
45.13990508173676,24.77128187473176,2022-07-23,0,476.7596435546875,0,0
47.33835990226561,25.244969087497395,2022-07-05,0,931.01220703125,0,0
45.93427880298084,24.37400321498012,2025-08-27,0,478.36492919921875,0,0
45.70752028681338,24.85553628112183,2019-08-25,0,588.3888549804688,0,0
45.6656479945888,25.39454813964794,2022-07-05,0,754.787841796875,0,0
45.83550760534544,23.91833048846477,2019-07-22,0,554.7036743164062,0,0
44.87320641077644,23.016263395969453,2016-06-20,0,388.1532287597656,0,0
45.21490202855399,25.958966227377505,2022-08-21,0,420.8355407714844,0,0
44.30765441494328,23.75457731657541,2019-06-28,0,91.81950378417969,0,0
44.309811713302736,26.480456071743045,2019-08-22,0,40.96244812011719,0,0
