Lat,Lon,Data,Inundatie_Target,elevation,mean_precipitation_mm,soil_moisture
46.32491785259339,24.209856841473893,2021-06-03,0,1084.696044921875,0.011603037516276,88.73146
44.37922976403434,26.48694253737628,2016-06-14,0,106.4206085205078,0.0082585546705457,82.56462
47.35776108857152,22.76070912204628,2015-06-07,0,872.4166870117188,0.4894534746805826,78.86936
46.54980696441594,23.730837849563255,2016-07-18,0,480.2458190917969,0.0122498582910608,81.24974
45.72764913310984,25.351840873647134,2020-08-09,0,507.8699951171875,0.0161572738930031,87.47577
45.10543409939509,26.81442666338838,2023-08-08,0,599.94775390625,0.039835770924886,79.01521
46.53063988406679,23.17254907948973,2020-06-19,0,1298.1993408203125,0.0202854474385579,79.94477
44.61093474760305,24.702370503770197,2016-07-24,0,2326.10546875,0.0008675787183973,63.560474
44.53016917706992,25.6916650536323,2020-07-24,0,538.45703125,0.0753645543698911,85.35912
44.81975731711866,25.78414585911689,2023-07-05,0,33.76246643066406,0.0049074490865071,74.10101
45.36414590414158,24.50923432413732,2020-07-26,0,491.9297180175781,0.035826806668882,88.89228
44.34739240951283,24.796903307164172,2024-06-22,0,167.93080139160156,0.0339304959332501,69.05622
44.838105729990325,24.702401784256807,2019-06-27,0,446.6023254394531,0.2268442401179561,87.67913
45.398107887065386,24.308062692618407,2015-07-02,0,881.2998046875,0.1230703459845648,78.83352
47.72137071638657,24.47401314280232,2016-06-04,0,252.6388092041016,7.726528026439526e-05,82.35675
45.00955314889794,26.50682875259041,2022-06-02,0,286.1162414550781,0.3054009543524847,83.6241
46.72683898928022,27.183095050475707,2021-08-09,0,370.1576843261719,0.005485834898772,80.98672
47.115539031426856,27.11488219838556,2022-07-01,0,476.7596435546875,0.019091146963614,85.245766
46.17701518713593,26.272465178646563,2023-06-19,0,931.01220703125,0.0785191853841145,84.00402
47.49540288976378,26.701716432782003,2019-06-15,0,478.3649291992188,0.0,69.352165
44.35886708838936,23.987228779331087,2025-07-10,0,588.3888549804688,0.0948972172207302,78.61079
45.56550852904999,27.1305931329989,2024-08-02,0,754.787841796875,0.0771835998252586,82.42126
47.08473874750809,23.72997044825468,2015-07-06,0,554.7036743164062,0.212252140045166,72.62059
45.40746692711287,25.316177437553293,2020-07-01,0,388.1532287597656,0.0374891139842845,87.950806
44.42691038572003,25.945478758517652,2020-07-06,0,420.8355407714844,0.0796362205787941,83.89558
47.01686658196497,25.944154109727688,2017-07-13,0,91.81950378417967,0.1869488645482946,90.57426
44.49122965277207,24.548639988221357,2024-08-08,0,40.96244812011719,0.0,77.779495
47.69837392105492,25.68707833216912,2019-06-22,0,191.07054138183597,0.0,82.54824
46.32781766017696,24.260893862750397,2021-07-22,0,68.87451934814453,5.960464477539063e-05,84.569275
46.947306910126414,23.74588259548328,2016-07-20,0,165.47447204589844,0.0538406548676667,85.0343
45.16785895750922,25.496717429922864,2024-06-15,0,571.676513671875,0.0005607251767758,81.454315
46.15626976577531,26.11546494558266,2024-08-15,0,1007.932861328125,0.0018455364086009,88.81364
44.83357169635821,24.78848225745176,2018-06-23,0,222.77464294433597,0.0154508484734429,83.508385
44.2495038249507,25.564948596077933,2024-06-26,0,537.591796875,3.09061121057581e-05,85.12722
44.29434303364305,26.88645928742043,2016-08-05,0,128.74722290039062,0.0002914004855685,71.49162
45.30932474708354,25.72610853551261,2015-06-03,0,104.69850158691406,0.0003774960835774,73.1731
46.92189027678906,26.738859012591327,2015-07-07,0,405.78814697265625,0.0803448535777904,80.4845
45.864896623461135,25.80012994958,2023-06-13,0,1106.9140625,0.006452754691795,85.53426
45.61898800826576,25.40992313311761,2018-06-07,0,202.0484771728516,0.0118348333570692,85.31688
45.549286837925926,23.436990152246548,2022-07-09,0,142.0901641845703,2.2075794361255788e-06,84.54473
45.12761382660857,23.77141202690668,2016-06-16,0,1101.3846435546875,0.1702750170672381,82.35155
44.71636747820799,22.951373073458555,2018-08-02,0,758.3798217773438,0.2416328147605613,90.03421
47.66834090803437,23.777580788469788,2019-07-20,0,360.0472106933594,0.0079406632317437,84.28309
44.90433499793216,26.782944731457626,2018-08-27,0,541.6427612304688,0.0017991772404423,73.39166
46.73447796024625,23.12540114478182,2022-06-13,0,681.8486938476562,0.3544423315260145,78.377045
46.09532644384992,26.481855525071893,2024-07-13,0,534.2724609375,0.0371072027418348,78.24624
44.70961260057395,25.39098899785001,2024-06-02,0,1133.181640625,0.2562094617772985,79.55787
44.95832889863066,24.89749177943496,2016-08-16,0,761.2896728515625,0.0,79.453094
44.55678387906508,25.23381543323912,2017-08-09,0,415.8046569824219,0.1731492854930736,87.09609
46.26168123021981,26.450649949842127,2017-08-06,0,36.47615432739258,0.008474897455286,65.88886
47.19779297238681,24.55120949520308,2021-06-12,0,165.4514617919922,0.0027992107250072,72.848625
44.98490771108112,26.12137344717397,2020-06-20,0,56.09981918334961,0.0034349936026114,70.41147
45.68687455480792,23.175351494228995,2025-07-21,0,238.2177734375,0.0284402458756058,78.5533
47.11928998030659,26.56098494028884,2018-06-12,0,131.57244873046875,0.2086824840969509,83.10199
45.12987459161658,26.993101993307853,2015-06-08,0,166.5340118408203,0.4923520264802155,86.832924
46.481992032783616,27.014695522670188,2020-07-03,0,360.5458984375,0.2175348776358145,85.52004
